Name,Location,Tagline,Category,Website,Founded,Description
Sehat,Lahore  Pakistan,Sehat is a Fazal Din Family online pharmacy delivering medicines to 300+ locations nationwide,E-Commerce,http://www.sehat.com.pk,23rd April  2014 ,Sehat delivers medicines to 300+ locations all over Pakistan  through a state of the art warehouse facility  and is a project of the Fazal Din Family. Through order scheduling  multiple payment methods  store credit   and prescription upload features Sehat stands out not just in the realm of digital healthcare but ecommerce in Pakistan
SehatYab,Islamabad,With SehatYab you can see a qualified doctor online. Now you can consult a doctor from the comfort and privacy of your home or office.,Health,https://www.sehatyab.com,5th March  2015 ,With SehatYab you can see a qualified doctor online. Now you can consult a doctor from the comfort and privacy of your home or office. SehatYab offers online video consultations in mental health  psychiatry  psychology  dermatology  health and nutrition and family medicine.
Selly.pk,Lahore  Pakistan,Online Grocery Store,Website,https://selly.pk,14th December  2017 ,No Description
Sepia Solutions,Karachi  Pakistan,Sepia Solutions provides range of services which includes  Branding  Web & Mobile App Development  Web Hosting and Multimedia services.,Consulting  Software  Application Development  Branding  Web Hosting,http://sepiasolutions.com/,1st January  2010 ,Sepia Solutions began its initial services as a simple designing firm  and today offers a full variety of web solutions required to design  implement and maintain your e-presence. These include  among other things  mobile application development  website designing  development and content creation  hosting and domain registration  open source customized development  2D and 3D animation and other web related services.
Serverless Smart City,Lahore  Pakistan,Serverless Smart City: Accelerating your growth 24/7 Incubated under Plan9.,Electronics,http://www.slscity.com,13-Dec,Serverless Smart City is a suite of connective/standalone software to centralized and automate departments of a region. 
ShahRuh.com,Lahore  Pakistan,Event portal connecting event organizers and struggling businesses and providing them PR  Revenue generation and networking services.,Social Entrepreneurship ,http://shahruh.com,16th December  2016 ,'Shahruh' is a comprehensive event portal. Itâ€™s a bridge between event organizers and start-up businesses. One can book event places and resources via shahruh. Organizers organize successful events and start-ups participate by having a stall to showcase their products. Event organizer provides space in his event premises and can make money. Start-ups who want to promote their products can not easily find the suitable events by themselves. â€œShahruhâ€ steps in and mediates between the two parties.
Shandaarbuy.com,Karachi  Pakistan,Shop Shandaarbuy.com  electronics  computers  appliances  cell phones  video games & more new technology ,E-commerce  Online Shopping,http://www.shandaarbuy.com/,2015,We offer certified Electronic products with official company warranty. Product delivery & installation is absolutely free. Now you donâ€™t have to waste your most valuable time by visiting a physical store to compare/buy the product and take the pain of finding logistics and expert installation service. We do it all for you and it is just a click or phone call away.
Shaykh Chilli,Lahore  Pakistan,Shaykh Chilli is a strategy house that uses a multi-disciplinary approach to problem solving.,Consulting  Marketing and Branding ,http://www.shaykhchilli.com,11th February  2015 ,At Shaykh Chilli we apply all that we know from the arts and sciences  to help organisations overcome business development challenges. We only take on projects we believe in (we donâ€™t mind saying no!). We value our creative (every puzzle has only one right answer). We donâ€™t listen to numbers  we listen to people. For the most part we work on projects relating to marketing and branding  although every once in a while we will throw our hat in a completely new ring (just to keep things interesting). Our trophy chest includes NAMAL College Mianwali  Zameen.com  Sonica Jewellers  and we also happen to be the team behind Johnny & Jugnu - the fast food place. 
Sheops,Karachi  Pakistan,Pakistan's first & biggest online marketplace for women  that provides entrepreneurship & earning opportunities to home-based women & women-,Marketplace,http://sheops.com/,15-Apr,To be the value-adding platform that will transform the destiny of women  to enable them to contribute more to the economy.
Shine My Ride,Islamabad  Pakistan,Shine My Ride offers you doorstep car cleaning services in Islamabad. You only have to provide us with water and electricity.,Automotive,http://shinemyride.pk,1st October  2013 ,Are your tired of waiting in Long queues for a car wash! Shine My Ride offers you doorstep car cleaning services in Islamabad. You only have to provide us with water and electricity. We would come to your home or office wherever desired to clean your car. Shine My Ride offers you vacuum cleaning for your car carpet  dry cleaning of the car sofa  car door and windows cleaning and shining  car roof cleaning and dashboard cleaning and polishing. For exteriors  Shine My Ride is known for pressure wash  car shampoo  washing and polishing  Glass and windshield cleaning and tire and bumper shining.
ShoopThru Inc.,Karachi  Pakistan,Drive Thru service for supermarkets and a online social networking platform for shoppers in Pakistan,E-commerce  ,http://www.shoopthru.com,20th June  2016 , This service allows the you to choose the supermarket you desire to shop from  then choose their desired products online and select the time you want to collect the groceries. You also has the option to nominate friends from you profile to receive the groceries. At the desired time  the products will be ready at the supermarket DriveThru for the you to collect and pay for the groceries. This service creates the most convenient and efficient method for shopping in Pakistan by eliminating all the problems people encounter at supermarkets.Our web platform also introduces a social networking platform to create an identity for you instead of associating you with a order number. This platform will update you about discount offers   new arrivals etc. without trashing your emails and will also store your favorites  shop history and friends only for your convenience!
Shopawl,Karachi  Pakistan,Shopping Abroad with Bitcoin  EasyPaisa and Bank Transfer.,Online Shopping,https://shopawl.com,30th June  2016 ,Let you shop from China using EasyPaisa  Bank Transfer and with Bitcoins.
Shopdesk,Lahore  Pakistan,Shopdesk is a cloud-based Retail Management Software and E-commerce platform for Small and Medium Enterprises (SMEs).,Software,https://www.shopdesk.co,5th January  2017 ,Shopdesk is a cloud-based Retail Management Software and E-commerce platform for Small and Medium Enterprises (SMEs). It is a device-independent solution that helps you sell in stores and online by managing inventory and books  all in one place. Shopdesk doesnâ€™t only work online  it keeps your sales going even when youâ€™re not connected.
Shoplhr,http://www.shoplhr.com,First online grocery and food delivery service in Lahore offering 30 minutes to 2 delivery all over Lahore.,Online Shopping,http://www.shoplhr.com,1st April  2017 ,If jewellery  clothing  beauty products and appliances everything is now just a click away these days why not grocery and daily household products. Shoplhr.com is becoming number website in Lahore to offering fast online grocery delivery service in Lahore 
Shopsy.pk,Islamabad  Pakistan,Shopsy.pk is a search engine that helps online shoppers discover products and compare prices from Pakistan's most trusted online stores,E-Commerce,https://shopsy.pk,1st November  2016 ,Simply put  Shopsy.pk is a Google for online shopping in Pakistan. With more than 100 000 products  it offers online shoppers with the greatest product choice and deal comparison in the country. Shopsy is part of Telenor's Velocity Accelerator and is currently seeking to raise investment.
Siasatdaan,Karachi  Pakistan,'Siasatdaan' (Politician) is a fact checking portal. ,Politics,http://www.siasatdaan.com,2016,The purpose of this portal is to promote political accountability and hold politicians responsible for their statements.
Siyasify,Peshawar  Pakistan,Siyasify is Completely an Independent and Pakistan's First Socio Political Startup,E-Commerce,http://www.siyasify.com,14th May  2018 ,Siyasify offers Socio Political Products to Shop Online in Pakistan
SkillsForce,Gujrat  Pakistan,Connecting Teams and Professionals to Startups.,Consultancy  Management,https://www.skillsforce.co,2016,We provide professional team management and consultancy services to funded startups.
Skool.pk,Lahore  Pakistan,Skool is the next step in online education industry of Pakistan. We want the education to be more accessible  affordable and easy.,Education,https://skool.pk/,31st January  2017 ,Skoo.pk is Pakistan's first cloud based study platform. We offer free and paid online courses. 
SlashUX ,Karachi  Pakistan,SlashUX  a tool that allows designers to update their design till its shipped and removes 50% of the development effort for mobile apps.,Software,No Website,Not Provided. ,SlashUX  a tool that allows designers to update their design till its shipped and removes 50% of the development effort for mobile applications. SlashUX allows designers to see their changes on their mobile phones in realtime directly from Photoshop and a one-click deploy solution to generate code and export pixel perfect images for their design.
Slide App,Lahore  Pakistan,Slide is the first of its kind product in the country and our organic growth reflects the likability of the product.,Advertisement,https://www.slideapp.pk/,2015,No Description
Smart Devices,Lahore  Pakistan,Smart Home  Smart Living. Home Automation Solutions.,Electronics,https://smartdevices.io/,1st July  2015 ,Smart Devices facilitate you to control any electrical appliance remotely while sitting at your home or anywhere across the globe. You can access your electrical appliances like Fan  Lights  Table Lamp etc. with the help of our Mobile App  Web Dashboard  Browser Extension and Chat Bots.
TechBytes,Faisalabad Pakistan,TechBytes is a Tech News Platform which focuses Latest Technology News and Offer Web Development Sevice,Tech News Web Developer,https://stechbytes.com,1st July  2016 ,we provide Tech News Web Development Service  Platform which focuses Latest Technology News Security Issues Vulnerabilities Hacking News Online Safety Privacy Issues. 
Smartchoice,Karachi  Pakistan,A personal finance comparison website that let you smartly search  compare and buy insurance  broadband and financial products,Price Comparison,http://www.smartchoice.pk,1st February  2015 ,No Description
Smart Darzi,Peshawar  Pakistan,Smartdarzi.pk is an online service for all your stitching requirements. Free Home Pickup & Delivery.,Clothing  Service,http://smartdarzi.pk,10th May  2017 ,Online stitching service at your door step with free home pickup and delivery.
Snapture.PK,Lahore  Pakistan,Find and Book Professional Photographers across 21+ cities in Pakistan,Website,https://snapture.pk,1st July  2016 ,Snapture.PK is aims to Pakistanâ€™s first portal to find and book professional photographers. Its hard to find photographers for family events  marriage ceremonies  birthday events or other moments of happiness. We are here to rescue and help to book photographers online. This project owns a huge market and target audience. Every individual has to encounter this problem at least once in his life. We can provide them solutions to their problem which can save their time and effort. On the other hand  professional photographers will have favor. They will get business from this portal. Our main revenue generation will be from these photographers as commission. In a nutshell  we are a pain killer for public and a source business for professional photographers.
Social Champ,Karachi  Pakistan,Social Champ is a social media scheduling tool used to reach more audience and share quality content in a simpler manner. ,Social Media Marketing  Social Media Posting  Audience Reach  Digital Solution  Social Media Tools,https://www.socialchamp.io,15-Oct,"Influenced by ""The Art of Repeating"" by Guy Kawasaki & tweaking a bit for other platforms  try us!"
Socialinator,Islamabad  Pakistan,Social Media Management and Reputation Mangement platform for businesses,Software,https://socialinator.com,10th November  2016 ,We Make innovative products for the internet
SOFIT,Islamabad  Pakistan,Software Services and Products based company. Products line includes Android/iOS Apps. Services Clients includes Telco giants like WaridTel.,Services  Software,http://sofittech.com/,23rd April  2015 ,Sofit provides complete Software Solutions from Software Architecture to Deployment. With specialised teams Products and Services  Sofit has iOS  Android and Various website dev platforms on board.
Splore,Los Angeles,Splore is a photo-sharing app where users can upload  vote on and discuss high-quality images categorized in hashtags. By directly following,Photography ,http://splore.co,10th August  2015 ,No Description
Extregy,Lahore  Pakistan,SPARK UP YOUR LIFE,Sports,http://www.extregy.com,Not Provided. ,SPORTSKOT ARE THE LEADING MANUFACTURER IN SPORTS GARMENTS SINCE LAST 10 . YEARS.
SpotHub,Faisalabad  Pakistan,SpotHub is a Software and Website Development Company ,Software Websites,http://spothub.ml,16th October  2016 ,We Develop Software and Website 
Squaberry Studios,Islamabad  Pakistan,An Augmented and Virtual Reality  Gamification and IOT Startup,Services,http://squaberry.com,1st June  2015 ,A technology startup aimed at using the latest in technologies to find creative and innovative solutions to real world problems. Our team is a crazy bunch of Designers  Developers and Coffee Drinkers who love the work they do  or maybe that's just what they tell us. Currently working under the domains of Architectural Visualization  AR/VR  Gamification  Indoor Positioning and Internet of Things  we at Squaberry pride ourselves in using divergent methods to achieve perfection and we're awesome at what we do. We're constantly innovating in fields of: Augmented and Virtual Reality User Experience and Interaction Architectural Visualization Indoor tracking positioning Data Acquisition and Process automation
Squared Solutions,Karachi  Pakistan,We are an information technology services company dealing in Mobile  E-Commerce  Web  Software Design and Development business,Services  Web Design  Web Development  Information Technology,http://www.squaredsol.com,12th August  2015 ,Squared Solutions is not only about business. It is a network where we raise the best thoughts by combination of proficiency  hard work and expertise with professional and friendly working environment. At Squared Solutions  we firmly believe in improving ourselves on constant basis  thereby  offering best value to our prestige clientele and robust working conditions to our human capital.
Startups Pakistan,Karachi  Pakistan,Startups Pakistan is a business incubate @ IBA-CED   providing one window solutions for business.,IT Training & Consultancy ,http://www.startupspk.com/,1st January  2015 ,Startups Pakistan is a business incubatee providing a platform for entrepreneurs  set up in IBA CED. We help you in expanding and refining the pool of your ideas to start and grow a business which generates a great impact. We provide tailored solutions that deliver result and achieve sustained growth  enabling companies to grow revenue  improve margins and reposition quickly with the advancing technology  measuring and managing risk associated with your business. We intend to deliver a core strategy and faster operation for your business. We know what are the requirements to initiate a business  we provide you necessary tools to help your business flourish.To transform your raw idea into a processed and flourishing business by providing with necessary tools. We are able to deal with any business.
Studentpark,Lahore  Pakistan,Studentpark is a marketplace for private tutors. It provides an extensive set of tools for tutors to expand their teaching career.,E-Learning,https://www.studentpark.pk,1st July  2014 ,Studentpark makes finding a private tutor very simple and easy. Just search for subjects  location  and/or grades and choose a tutor. It also features a course section where tutors can launch their private classes  a job board  and a very tailored discussion forum.
Sukoon,Karachi  Pakistan,Sukoon.com.pk is an online platform that provides a one-stop solution for all home and office repair and maintenance services needs. Individuals as well as professionals can use the website to find reliable and competent plumbers  electricians  carpenters and household help  etc.,Online Services,http://sukoon.com.pk,1st May  2015 ,No Description
Symbios.pk,Karachi  Pakistan,Pioneer of eCommerce in Pakistan  Founded in 2006  cross 200 000 customers in 2013,E-commerce,http://www.symbios.pk,1st June  2006 ,Symbios.pk is the pioneer Online Shopping in Pakistan  a well known brand in the e-commerce industry. We are the first e-commerce portal  when there was no one to serve the audience and we bought convenience in the lives of our countrymen. We are working as a team for more than ten years to provide you the best quality goods at your door step. We specialized in various technological and innovative products  which are Mobiles  Laptops  Cameras  Tablet PCs  Watches  and etc. We have revolutionized the online shopping in Pakistan with our products and offering. We are glad to introduce the innovative and inventive goods to the Pakistani society for the very first time  and served our customers while catering their basic needs. We not only focus on our products  but the customer service creates a great amount of trust among customer over a period of time. 
Talk Health,Islamabad  Pakistan,Looking for a Doctor? Find the Right Doctor and book an Appointment Now!,Healthcare,http://www.talkhealth.me/,2015,TalkHealth is an online platform that empowers patients to find the right doctor or medical facility for their medical condition. Through talk health you can discuss your problems with doctors free of cost  who will provide you insights about your health  and will help you find the right doctor for your medical condition. TalkHealth also allows you to search for doctors around you and book appointments.
Tapif,Karachi  Pakistan.,Tapif is Pakistanâ€™s first arcade game community  focused to build a clan of major brands  products and services.,Retail,http://www.tapif.pk/,22nd March  2017 ,Itâ€™s free to make things free  is a sentence that is hypothetically impossible in a world full of monopolistic and self-claimed democratic businesses. Either way  the consumers will distort a healthy market or the corporate sector will demolish the necessity of loyalty. Both the consumers and business owners will have the same answer to the sentence  nothing is for free in this world. But then Tapif redefines the whole scenario of consumer loyalty and discount schemes through a very intelligent way  through which the production companies and service providers gets a chance to repurpose their marketing goals and consumers are actively fed about the news and vital information about products and services. This is how we have managed to introduce a system of collaborative feed and a virtual arcade game. The team of Oarce  its founders and the very talented architectures have made it possible and named it â€œTapifâ€. Oarce being a self-proclaimed organization  on a mission to bring a change wherever  has introduced its heir as Tapif to be the first and only digital in-game marketing platform in Pakistan.
TazaMart,Karachi  Pakistan,Facilitating wellbeing by bringing grocery shopping to finger tips. Saving people from all those hectic runs to super markets,Grocery,https://tazamart.pk/,12th January  2015 ,TazaMart is a premium online grocery store in Pakistan  operating in twin cities of Karachi & Lahore. We aim to fulfill your everyday grocery needs in a smarter way. Free delivery all over Karachi & Lahore.
TeamD,Karachi  Pakistan,Dheet in a professional way!,Digital Agency,http://www.teamdheet.com,12th August  2016 ,We are currently working with clients in your industry & region and assisting them directly enabling their Online reach through Design & Development of Responsive Websites  Translation of Websites. Mobile & Facebook Apps  Digital Strategy & Consulting  Search Engine Optimization  Social Media Marketing & Client Engagement.
TechJuice,Lahore  Pakistan,Pakistan's premier technology platform for startups and entrepreneurs.,News Media,http://www.techjuice.pk,3rd April  2014 ,No Description
Techlist,Multan  Pakistan,Pakistan technology news  startups and founders lists with special focus on their profiles and news  entrepreneurship and consumer products.,News Media,https://www.techlist.pk/,2016,Pakistan technology news and lists with special focus on startups  entrepreneurship and consumer products.
Techtree,Karachi  Pakistan,Techtree produces self explanatory  enthusiastic educational robotic kits for all school going children.,Robotics  Education,http://www.techtree.io,16-May,Techtree produces self explanatory  enthusiastic educational robotic kits for all school going children who are facing lack of technical exposure and multidimensional education. The robots can be controlled and programmed through Techtreeâ€™s software and smartphone application. 
Teddict,Karachi  Pakistan,Teddict is an online peer learning portal for young students that makes learning more interesting.,Software  Education,http://www.teddict.com/,15-Mar,Teddict is an online peer learning portal for young students that makes learning more interesting by keeping it diverse and personalised. Teddict allows students to learn their own way â€“ connect with each other  share a diverse portfolio of concepts and learn with each otherâ€™s help in a more gamified environment. The aim is to encourage entrepreneurial skills in students  as it is an e-learning solution that gives the student an active role to learn what they decide. 
TeleBrand,Main Market Gulberg  Lahore  Pakistan,Telebrand largest online shopping store cash on delivery.,E-Commerce,https://www.telebrand.pk/,11th June  2014 ,telebrand largest online shopping thousand products free home delivery
Textualy ,Karachi  Pakistan,Textualy - Actively engage your customers through robust text messaging platform,SMS Interaction  Tech,http://www.textualy.com/,2016,Textualy - Actively engage your customers through robust text messaging platform. Send branded SMS at low cost all over in Pakistan
RepairBox,Lahore  Pakistan,The Aladdin Company connects customers with reliable & verified service professionals like â€“ Electricians  Plumbers  Carpenters etc.,Marketplace,https://www.repairbox.pk,1st March  2018 ,The Aladdin Company connects customers with reliable & verified service professionals like â€“ Electricians  Plumbers  Carpenters  Painters  Sofa Poshish  Home Appliance technicians  Pest Controllers and more  instantly.
THE APPS FIRM,Lahore  Pakistan,The Apps Firm builds stunning apps that solve complex problems  improve lives  and give people tiny pleasures.,Services  Mobile Apps,http://theappsfirm.com,1st August  2016 ,Mobile apps have changed our worldâ€”and weâ€™re building a stake in Abu Dhabi and Lahore to help make that world even better. Together with brands from the government & private sector  The Apps Firm builds stunning apps that solve complex problems  improve lives  and give people tiny pleasures.
The Books Yard,Sialkot  Pakistan,The Books sell Books Online in Pakistan.,Education,https://www.facebook.com/thebooksyard,4th January  2018 ,This Company sell Books online.
The Brand Store,Lahore  Pakistan,Online shopping in Pakistan for mobile accessories with cash on delivery and free shipping,E-Commerce,https://www.thebrandstore.pk/,17th March  2017 ,Online shopping in Pakistan for mobile accessories with cash on delivery and free shipping
The Brief,Islamabad  Pakistan,News  Resource and Inspiration for the digital generation of Pakistan in 45-word briefs.,Media,http://brief.com.pk,1st July  2016 ,The Brief is an online media company with the aim to inform  entertain and guide the digital generation of Pakistan in 45-word briefs. We cover latest Business  Entertainment  Local  Sports  World  Lifestyle  Science and Tech news from Pakistan as well as around the world. The Brief  in a very short span  has become a go-to platform for a good majority of todayâ€™s digital generation. It has attracted readers from all around the Pakistan in making it their everyday-must-visit-resource for their reading pleasures.
The Closet,Karachi  Pakistan,One stop customization shop.,Accessories and Apparels ,http://www.facebook.com/thecloset123,16th January  2016 ,The Closet offers a wide of customized things as well as do it yourself customization where the customer can customize their product as they want. Dynamic team of talented individuals provide the best customer support and prompt delivery process to ensure the customer that they are valued and company's top priority.
The Counsellor ,Karachi  Pakistan ,A Solution for Career Counselling,Education   Counselling  Career Counselling ,No Website,2nd January  2017 ,The Counsellor is an online platform providing solution for career counselling. A platform opening the world of career opportunities and helping in taking informed career steps  while revolutionizing the education system of the country through this innovative solution Amazed by the amount of innate talents going unnoticed and creativity being not highlighted  The Counsellor places the right talent at the right place. Connecting fresh or young minds with industry experts. 
The Handyman Ltd,Islamabad  Pakistan,Pakistan's first of its kind handyman service providing construction  maintenance & repair  and renovation services. Call 0800HANDY today.,Maintenance & Repair  Construction  Renovation,http://www.thehandyman.com.pk,21st November  2014 ,The Handyman provides AC technicians  carpenters  electricians  painters  plumbers  and other techs to corporate and residential clients in Pakistan. You can book online by visiting thehandyman.com.pk or by calling 0800HANDY (080042639) toll free!
The NEST i/O,Lahore  Pakistan,The Nest i/O a technology incubator launched by P@SHA  with its global partners Google for Entrepreneurs and Samsung.,Incubators,http://thenestio.com,2015,Sind's coastal belt is home to 15 million young people with dreams and talent - dreams that need to be tested against commercial and technological realities and converted into ideas that can stand on their own. A city like Karachi is a perfect fit for a Technology incubator that can serve as a bridge between talent  opportunity & commercial development.
The Podcast Revolution,Karachi  Pakistan,A Next Generation Podcasting Company. On the mission to revolutionise the radio industry of Pakistan!,Podcast,https://thepodcastrevolution.co,1st June  2016 ,A Next Generation Podcasting Company. On the mission to revolutionise the radio industry of Pakistan!
The Wedding Planit,Karachi  Pakistan,The Wedding Planit is an online marketplace that makes wedding planning and shopping simple  convenient  enjoyable and economical. ,Event Planner,https://theweddingplanit.com,25th July  2015 ,The Wedding Planit is an online marketplace that makes wedding planning and shopping simple  convenient  enjoyable and economical. 
Those 7 Minutes,Karachi  Pakistan,Trends. Stories. Causes.,Content-based Website,http://those7minutes.com/,Not Provided. ,Making#Those7Minutes of content consumption impactful. Updates in food  fashion  sports  tech etc. Incubated at The Nest I/O
Timeium,Karachi  Pakistan,Timeium is a project and team management software that keeps track of time spent on a project and how properly that time was utilized. ,Technology  SaaS,http://timeium.com,Not Provided. ,Timeium is a project and team management software that keeps track of time spent on a project and how properly that time was utilized. It provides proper stats to the manager to increase efficiency. Tasks can be created  managed  and tracked without violating the privacy of employees.
TopSchools.pk,Islamabad,Top Schools is a platform for all schools  colleges in city. The Basic aim is to increase quality education by introducing best institutes,Web Portal,http://www.topschools.pk,10th January  2014 ,Top schools is a web portal for all schools  colleges and institutes in a particular city. Now the parents will not read the sign boards / billboards and decide which school is better for their children. Top schools will list all best school board wise and subject wise in region / city. It provide ease in accessing contact information of each school and see the results on listing page. Each listing will also show 3D view of school building / class structure. There are more to come which would be more interesting for investors . Currently we are looking for investors . https://facebook.com/topschools.pk/
Top Trade Fairs Pvt. Ltd.,Karachi  Pakistan,Directory of worldwide trade shows  business events  and exhibitions.,Events,http://www.toptradefairs.com/,15-Sep,No Description
TouchD,Islamabad  Pakistan,A red-hot startup with a mission to disrupt the social networking landscape!,Computer Software, http://www.touchd.us,2014,Touchâ€™d is a mobile-only  Android-first personal social assistant. It empowers you to keep in touch with your most important relationships. The problem Touchâ€™d is solving is usually described as the â€˜alone togetherâ€™ problem: that weâ€™re all the more connected  but all the less in touch. In a way  itâ€™s a symptom of being â€˜too connectedâ€™.
Traditions,Lahore  Pakistan,TRADITIONS is specialized in the distribution of interior furniture  including fancy & elegant stools  chairs  benches  desks  tables etc. t,Furniture,traditions.pk,1st January  2017 ,Our Office Furniture Range includes: â€¢ Executive Chairs â€¢ Visiting Chairs â€¢ Revolving Chairs â€¢ Waiting Benches â€¢ Bar Stools â€¢ Range of Office Tables 
Travlify,Lahore  Pakistan,A web platform for travel agencies to create their marketplaces and travelers to find best traveling options in booking and packages.,Software,http://travlify.com,2017,Provides online traveling solutions.
Travly,Lahore  Pakistan,A platform that connects users with nearby available rickshaw drivers for a ride that is safe  convenient  and affordable.,Sharing Economy,http://travly.io/,2013,No Description
Trequant,Palo Alto  CA,A tremor quantifying wearable for movement disorder patients. Take back Control by knowing what shakes you.,Hardware  Healthcare,http://trequant.com,Not Provided. ,No Description
TripKar,Lahore  Punjab  Pakistan,Tripkar.com: Online Hotel Booking | Pakistan's No.1 Travel Website,Travel Marketplace,http://tripkar.com,25th June  2015 ,Book hotel online at the lowest price & compare cheap flights to travel at the best rates with Tripkar.com- Pakistan's biggest online tourism & travel platform. Best price guaranteed!
Tutory.pk,Islamabad  Pakistan,an online platform to provide interactive education to students,Website,http://www.tutory.pk/,15-Dec,Tutory.pk is an upcoming service that provides a one on one interactive session between high school students and teachers.
TwoH Online Store,Karachi  Pakistan,Wish to buy from your favorite American brands in Pakistan? TwoH brings you the facility of buying anything from the US  from H&M to Amazon.,E-Commerce,http://www.twohonlinestore.com/,Not Provided. ,Wish to buy from your favorite American brands in Pakistan? TwoH brings you the facility of buying anything from the US  from H&M to Amazon  they ship it all!
Twoodots,Karachi  Pakistan,Close-knit team skilled in visual design and creative coding  specialized in development of digital experiences with human-centered approach,Ui/Ux Design  Front-End Development  Branding,http://www.twoodots.com,1st February  2016 ,Twoodots is a design and development studio; small but perfectly formed  with a focus on quality. We are a close-knit team skilled in visual design and creative coding  and specialising in the development of digital experiences with a human-centred approach. Our Services includes: - UX / UI Design - Minimal â€˜Lovableâ€™ Products - Branding and Collateral - Web App Development - Mobile App Development - Digital Campaigns
Unipedia Edtech Pvt. LTD,Hyderabad  Pakistan,The Unipedia is an online portal for Universities Entry Test preparations with self-assessment  explanations and dedicated tutors.,Educational  E-Learning,https://theunipedia.com/,4th May  2016 ,The Unipedia is an online portal for Universities Entry Test preparations with self-assessment  explanations and dedicated tutors with a new level of AI (artificial intelligence) to enhance learning of students
UpRenting,Karachi  Pakistan,Pakistan's first peer to peer renting platform,Sharing Economy,https://uprenting.com,23rd March  2018 ,Person to person renting platform where people can sharing items locally.
Urdu Bazar Online,Karachi  Pakistan,Urdu Bazar Online delivers all types of books to all over Pakistan directly from Urdu Bazar. ,Education,https://urdubazaronline.pk,1st October  2015 ,Urdu Bazar Online delivers all types of books to all over Pakistan directly from Urdu Bazar. Urdu Bazar Online makes it convenient for people to buy books online and have it delivered at their door step with convenience. 
Urdubit,Karachi  Pakistan,Urdubit was created to help people in Pakistan easily trade their Bitcoins through fair trade. ,Technology,https://urdubit.com/,Not Provided. ,Urdubit was created to help people in Pakistan easily trade their Bitcoins through fair trade. Urdubit was setup with a community type setup. Itâ€™s trading engine can handle 35 milliseconds order ACK time and is built with the same architecture of the NYSE.
Venuehook,Karachi Pakistan ,Pakistan's First Venue Marketplace which connects venue seekers with venues anywhere  anytime for any type of event. ,Platform,http://www.venuehook.com,1st January  2016 ,Enable venue seekers to search  compare and contact any venue or event place anytime  anywhere. Save money as venue seeker  Earn money as venue owner and Explore new and unique spaces. 
Verifapp,Karachi  Pakistan,Verifapp is a mobile registration service that disables your mobile phone when it is lost or stolen and helps you recover it.,Technology,http://www.verifapp.com/,Not Provided. ,No Description
Viaduct,Karachi  Pakistan,Viaduct - Creative Design and Development,Consulting  Creative Design Agency,http://www.viaduct.co/,1st January  2002 ,We've served clients ranging from startups to MNCs  from pop stars to Presidents  we understand what works best.
ViewStorm,Islamabad  Pakistan,ViewStorm.com is the platform for every avid reader. With topics ranging from politics  entertainment and sports to everyday social issues.,Digital Media,http://www.viewstorm.com,10th December  2014 ,ViewStorm is an unbiased news website connecting you with all the things you love to see online.
Vivid Technologies,London  England,Transforming the traditional customer service experience.,Audio  Robotics  Information Technology,http://vividtech.io,1st September  2013 ,"Vivid transforms traditional audio-only IVR  (that annoying robot voice you hear every time you call ""customer service""). Vivid has created an interactive visual experience  where all the relevant information is displayed in an intuitive way  rather than the painstaking audio IVR. Vivid presents the information in a clutter-free  simplified and more consumable manner  on your smart phones and tablets which in turn leads to a significant reduction in traffic  and dramatic efficiency gains. Life's too short to be hangin' on hold!"
VoilÃ !,Lahore,VoilÃ ! is a social network for matchmaking for the liberal and highly educated Pakistanis living at home and abroad!,Software,https://web.facebook.com/v3voila/,31st December  2015 ,VoilÃ ! is a social network  a technology platform  a revolution in matchmaking  a social movement for women empowerment  a tool for change that challenges stereotypes associated with the way matches are made and marriages are arranged in our society!
Vortechs Innovations,Karachi  Pakistan,Vortechs Innovations is an emerging start-up with eyes set on becoming number one social media service and web service provider.,Software,http://www.vortechs.io/,22nd May  2014 ,No Description
VULCUN,San Francisco  California,The largest prize pools in Fantasy eSports.,Fantasy Sports  eSports  Video Games  Gaming,http://www.vulcun.com,1st May  2011 ,Vulcun offers the largest prize pools in Fantasy eSports today  allowing gamers to support their favorite pro players and win hundreds of thousands in real money each season. The service is trusted by dozens of Pro players such as Voyboy  Imaqtpie  MandatoryCloud  Westrice and others.
Vyva Sync,Karachi  Pakistan,VyvaSync is a video production management application that focuses on the television advertising / short video market.,Software,https://www.facebook.com/VyvaSync,Not Provided. ,VyvaSync is a video production management application that focuses on the television advertising / short video market. It will be deployed as an app and on the web.
W11 Stop,Karachi  Pakistan,W11 STOP is Pakistan's 1st online store containing technical electronics and electrical items  hardware tools and medical kits.,E-Commerce,http://www.w11stop.com/,5th June  2016 ,"W11 STOP is Pakistan's first online store containing electronic products  medical kits  hardware tools and electrical items all at one place. We provide our customers the opportunity to buy either a unit item or purchase in bulk quantity. We also have a education point where people of different age group can be educated with the latest technology and trends. This makes W11 STOP unique from other E-commerce platforms as our slogan says ""One Stop  All Solutions""."
WannaPing,Karachi  Pakistan,It is an android application to increase public support and cooperation towards improving the cityâ€™s living environment and surroundings thr,Mobile App,No Website,2nd January  2017 ,It is an android application to increase public support and cooperation towards improving the cityâ€™s living environment and surroundings thr
